station_id,timestamp,DO,pH,conductivity,turbidity,BOD,nitrate
STN_D,2025-02-12 06:00:00,5.83,7.57,512.89,24.34,11.36,13.97
STN_A,2025-02-12 07:00:00,7.31,7.76,292.55,9.61,5.22,5.8
STN_B,2025-02-12 07:00:00,6.49,7.73,355.2,12.38,6.45,7.47
STN_C,2025-02-12 07:00:00,6.43,7.48,420.85,19.09,9.37,9.75
STN_D,2025-02-12 07:00:00,5.1,7.51,538.76,26.35,11.75,11.78
STN_A,2025-02-12 08:00:00,7.75,7.8,314.67,9.98,4.97,5.39
STN_B,2025-02-12 08:00:00,6.93,7.68,390.49,11.0,6.63,6.74
STN_C,2025-02-12 08:00:00,6.62,7.52,439.97,18.41,8.61,11.19
STN_D,2025-02-12 08:00:00,6.01,7.43,543.64,25.52,12.9,14.02
STN_A,2025-02-12 09:00:00,7.44,7.76,334.29,9.26,3.68,3.98
STN_B,2025-02-12 09:00:00,6.79,7.49,365.42,10.98,5.83,7.78
STN_C,2025-02-12 09:00:00,6.45,7.5,459.78,19.27,7.29,10.29
STN_D,2025-02-12 09:00:00,4.9,7.4,488.89,25.02,12.73,12.62
STN_A,2025-02-12 10:00:00,7.63,7.78,326.0,9.34,4.0,5.38
STN_B,2025-02-12 10:00:00,6.74,7.64,370.21,10.42,6.02,7.05
STN_C,2025-02-12 10:00:00,5.82,7.51,432.71,18.03,10.22,10.83
STN_D,2025-02-12 10:00:00,5.7,7.29,532.05,23.69,12.07,13.18
STN_A,2025-02-12 11:00:00,7.04,7.69,312.89,6.81,4.97,5.18
STN_B,2025-02-12 11:00:00,6.68,7.63,381.11,12.43,6.04,8.14
STN_C,2025-02-12 11:00:00,6.15,7.42,443.58,18.11,9.62,11.19
STN_D,2025-02-12 11:00:00,4.81,7.37,537.19,23.06,12.14,12.65
STN_A,2025-02-12 12:00:00,7.22,7.66,318.34,7.67,4.86,5.43
STN_B,2025-02-12 12:00:00,6.56,7.6,388.88,11.9,7.65,6.55
STN_C,2025-02-12 12:00:00,5.27,7.24,419.09,19.3,9.73,11.01
STN_D,2025-02-12 12:00:00,4.77,7.35,521.14,25.54,12.79,12.83
STN_A,2025-02-12 13:00:00,7.73,7.77,312.31,6.65,4.22,5.4
STN_B,2025-02-12 13:00:00,6.68,7.47,384.57,9.99,6.64,7.22
STN_C,2025-02-12 13:00:00,6.24,7.24,470.85,15.73,8.23,9.28
STN_D,2025-02-12 13:00:00,5.03,7.17,500.06,25.59,12.65,13.31
STN_A,2025-02-12 14:00:00,6.79,7.78,322.48,9.5,4.4,4.63
STN_B,2025-02-12 14:00:00,6.4,7.49,378.92,12.75,4.73,6.32
STN_C,2025-02-12 14:00:00,5.81,7.28,441.04,18.54,8.98,10.54
STN_D,2025-02-12 14:00:00,4.82,7.25,509.76,25.58,13.17,12.95
STN_A,2025-02-12 15:00:00,7.01,7.61,331.3,8.48,4.26,5.5
STN_B,2025-02-12 15:00:00,6.5,7.54,387.47,11.73,7.54,7.67
STN_C,2025-02-12 15:00:00,5.46,7.31,464.96,17.38,7.86,10.33
STN_D,2025-02-12 15:00:00,5.09,7.34,518.68,25.35,12.7,13.13
STN_A,2025-02-12 16:00:00,6.81,7.59,335.46,9.37,4.94,5.16
STN_B,2025-02-12 16:00:00,6.63,7.54,384.0,11.15,6.21,7.36
STN_C,2025-02-12 16:00:00,5.12,7.28,447.8,18.37,7.88,10.21
STN_D,2025-02-12 16:00:00,4.54,7.2,535.82,28.37,12.83,12.55
STN_A,2025-02-12 17:00:00,6.5,7.64,327.54,9.77,4.21,5.07
STN_B,2025-02-12 17:00:00,6.53,7.5,365.04,14.5,5.09,5.19
STN_C,2025-02-12 17:00:00,5.54,7.36,456.5,16.33,9.24,10.12
STN_D,2025-02-12 17:00:00,4.44,7.3,504.59,25.76,13.24,13.52
STN_A,2025-02-12 18:00:00,6.96,7.63,326.73,8.84,4.78,5.06
STN_B,2025-02-12 18:00:00,5.6,7.56,397.71,12.67,5.85,6.35
STN_C,2025-02-12 18:00:00,5.31,7.18,427.95,18.26,8.68,10.49
STN_D,2025-02-12 18:00:00,4.54,7.14,494.71,24.01,11.63,12.55
STN_A,2025-02-12 19:00:00,6.51,7.5,317.83,8.65,3.63,5.54
STN_B,2025-02-12 19:00:00,5.6,7.4,378.59,13.32,6.98,8.25
STN_C,2025-02-12 19:00:00,5.19,7.28,434.8,16.41,9.47,9.82
STN_D,2025-02-12 19:00:00,4.97,7.07,527.58,23.78,11.63,13.61
STN_A,2025-02-12 20:00:00,6.45,7.56,308.1,10.96,3.79,5.32
STN_B,2025-02-12 20:00:00,5.99,7.52,371.07,11.99,6.6,6.77
STN_C,2025-02-12 20:00:00,5.68,7.39,459.38,18.39,6.89,10.54
STN_D,2025-02-12 20:00:00,4.54,7.18,491.83,26.03,11.13,13.36
STN_A,2025-02-12 21:00:00,7.0,7.58,338.53,7.17,4.77,4.5
STN_B,2025-02-12 21:00:00,6.44,7.59,387.31,11.7,5.17,7.05
STN_C,2025-02-12 21:00:00,5.77,7.33,426.99,16.6,10.29,10.58
STN_D,2025-02-12 21:00:00,4.36,7.07,510.91,22.51,12.16,14.76
STN_A,2025-02-12 22:00:00,6.36,7.62,339.97,9.41,4.17,5.2
STN_B,2025-02-12 22:00:00,5.89,7.52,383.94,13.94,5.79,7.17
STN_C,2025-02-12 22:00:00,5.25,7.35,462.04,19.23,8.35,10.37
STN_D,2025-02-12 22:00:00,4.63,7.32,517.87,23.01,12.11,13.56
STN_A,2025-02-12 23:00:00,7.03,7.62,311.51,6.81,3.97,4.77
STN_B,2025-02-12 23:00:00,6.65,7.49,382.12,12.37,7.04,7.94
STN_C,2025-02-12 23:00:00,5.87,7.39,434.56,16.68,8.61,10.74
STN_D,2025-02-12 23:00:00,4.98,7.33,535.33,24.2,12.31,13.28
STN_A,2025-02-13 00:00:00,6.99,7.64,338.06,8.36,4.3,4.8
STN_B,2025-02-13 00:00:00,6.69,7.51,387.11,13.01,5.96,7.48
STN_C,2025-02-13 00:00:00,5.84,7.38,450.48,18.38,9.39,10.32
STN_D,2025-02-13 00:00:00,4.75,7.27,524.26,25.43,13.05,13.66
STN_A,2025-02-13 01:00:00,6.95,7.7,315.62,8.28,4.28,5.65
STN_B,2025-02-13 01:00:00,6.67,7.71,383.9,11.04,5.91,7.65
STN_C,2025-02-13 01:00:00,5.43,7.3,450.45,19.71,10.33,10.16
STN_D,2025-02-13 01:00:00,5.53,7.32,497.31,25.27,11.79,13.84
STN_A,2025-02-13 02:00:00,7.33,7.63,297.79,8.25,2.35,4.97
STN_B,2025-02-13 02:00:00,6.81,7.55,395.2,14.07,5.47,7.11
STN_C,2025-02-13 02:00:00,6.33,7.44,429.37,18.07,8.6,10.95
STN_D,2025-02-13 02:00:00,5.52,7.31,522.42,23.32,11.68,14.22
STN_A,2025-02-13 03:00:00,7.46,7.83,323.77,10.26,2.69,5.17
STN_B,2025-02-13 03:00:00,7.33,7.73,400.17,12.28,5.86,6.67
STN_C,2025-02-13 03:00:00,5.81,7.52,457.98,18.19,9.69,10.37
STN_D,2025-02-13 03:00:00,5.73,7.43,504.3,25.7,10.95,13.37
STN_A,2025-02-13 04:00:00,7.7,7.67,314.04,8.3,4.47,5.12
STN_B,2025-02-13 04:00:00,6.57,7.67,355.5,11.94,5.93,7.2
STN_C,2025-02-13 04:00:00,6.05,7.35,444.79,19.68,10.29,11.75
STN_D,2025-02-13 04:00:00,6.03,7.28,514.16,25.25,12.22,13.33
STN_A,2025-02-13 05:00:00,8.29,7.7,309.58,10.75,3.79,5.52
STN_B,2025-02-13 05:00:00,7.28,7.72,383.16,13.69,5.57,6.99
STN_C,2025-02-13 05:00:00,6.43,7.32,471.53,18.74,9.41,9.31
STN_D,2025-02-13 05:00:00,5.18,7.35,532.4,22.17,12.92,13.07
STN_A,2025-02-13 06:00:00,7.52,7.81,324.32,7.22,4.79,3.89
STN_B,2025-02-13 06:00:00,6.85,7.7,375.11,9.54,6.89,6.54
STN_C,2025-02-13 06:00:00,6.26,7.5,450.58,20.04,9.24,10.54
STN_D,2025-02-13 06:00:00,5.57,7.43,541.19,25.49,12.91,14.16
STN_A,2025-02-13 07:00:00,7.98,7.75,335.83,8.66,5.18,5.63
STN_B,2025-02-13 07:00:00,7.05,7.72,384.11,12.73,6.16,7.13
STN_C,2025-02-13 07:00:00,6.8,7.52,441.69,17.87,10.13,9.84
STN_D,2025-02-13 07:00:00,5.12,7.27,494.35,23.34,11.34,14.12
STN_A,2025-02-13 08:00:00,7.5,7.74,298.63,8.07,2.89,5.06
STN_B,2025-02-13 08:00:00,7.54,7.72,377.14,13.33,5.87,6.8
STN_C,2025-02-13 08:00:00,6.73,7.38,444.97,18.74,8.54,10.68
STN_D,2025-02-13 08:00:00,5.43,7.42,529.07,24.92,13.65,12.89
STN_A,2025-02-13 09:00:00,7.84,7.85,346.85,8.55,3.65,6.53
STN_B,2025-02-13 09:00:00,6.74,7.59,377.44,10.81,6.71,6.92
STN_C,2025-02-13 09:00:00,6.05,7.53,459.64,18.31,9.42,10.29
STN_D,2025-02-13 09:00:00,5.31,7.36,527.65,25.1,12.62,12.78
STN_A,2025-02-13 10:00:00,7.15,7.68,311.81,10.22,4.87,4.64
STN_B,2025-02-13 10:00:00,6.87,7.6,370.05,10.06,7.06,6.47
STN_C,2025-02-13 10:00:00,6.02,7.36,461.92,17.78,9.18,10.22
STN_D,2025-02-13 10:00:00,5.43,7.34,519.64,24.51,11.02,12.61
STN_A,2025-02-13 11:00:00,7.43,7.69,310.32,6.18,2.91,4.86
STN_B,2025-02-13 11:00:00,6.88,7.57,386.29,11.38,6.8,7.07
STN_C,2025-02-13 11:00:00,5.54,7.39,477.79,20.97,9.67,10.2
STN_D,2025-02-13 11:00:00,5.3,7.34,519.69,25.95,12.45,13.09
STN_A,2025-02-13 12:00:00,6.73,7.65,332.28,8.24,4.52,5.11
STN_B,2025-02-13 12:00:00,6.17,7.56,364.95,10.65,7.25,7.03
STN_C,2025-02-13 12:00:00,5.56,7.51,462.51,17.73,9.63,10.14
STN_D,2025-02-13 12:00:00,4.88,7.32,515.42,25.4,13.1,13.83
STN_A,2025-02-13 13:00:00,6.79,7.7,303.37,8.96,4.4,5.51
STN_B,2025-02-13 13:00:00,6.27,7.72,366.76,13.74,5.46,7.59
STN_C,2025-02-13 13:00:00,5.83,7.36,442.85,18.5,9.5,11.36
STN_D,2025-02-13 13:00:00,4.69,7.21,524.55,24.9,12.2,13.93
STN_A,2025-02-13 14:00:00,5.99,7.59,294.15,6.49,6.21,5.64
STN_B,2025-02-13 14:00:00,6.52,7.53,391.66,9.63,7.11,6.79
STN_C,2025-02-13 14:00:00,5.37,7.37,455.03,18.41,8.19,10.34
STN_D,2025-02-13 14:00:00,5.12,7.19,540.01,23.97,12.29,14.2
STN_A,2025-02-13 15:00:00,6.53,7.7,349.9,8.54,3.86,4.82
STN_B,2025-02-13 15:00:00,6.52,7.61,402.02,12.23,7.11,7.25
STN_C,2025-02-13 15:00:00,5.17,7.4,474.79,16.75,8.45,10.31
STN_D,2025-02-13 15:00:00,5.02,7.12,523.69,24.4,12.84,12.8
STN_A,2025-02-13 16:00:00,6.88,7.58,306.23,8.38,2.73,4.95
STN_B,2025-02-13 16:00:00,6.15,7.36,341.72,8.77,7.35,7.24
STN_C,2025-02-13 16:00:00,5.19,7.37,444.22,18.69,9.3,10.0
STN_D,2025-02-13 16:00:00,4.74,7.26,517.51,24.59,12.01,11.9
STN_A,2025-02-13 17:00:00,6.69,7.49,329.73,8.15,4.37,5.7
STN_B,2025-02-13 17:00:00,5.72,7.52,384.3,12.01,5.54,7.64
STN_C,2025-02-13 17:00:00,5.51,7.3,434.23,17.49,9.23,10.7
STN_D,2025-02-13 17:00:00,4.13,7.14,514.24,25.16,11.24,13.15
STN_A,2025-02-13 18:00:00,6.49,7.5,318.51,7.47,4.68,4.75
STN_B,2025-02-13 18:00:00,6.01,7.42,371.29,12.73,6.47,7.03
STN_C,2025-02-13 18:00:00,5.2,7.17,471.32,19.31,9.8,9.33
STN_D,2025-02-13 18:00:00,4.4,7.16,491.32,26.62,13.45,14.52
STN_A,2025-02-13 19:00:00,6.29,7.6,340.13,7.9,3.83,4.16
STN_B,2025-02-13 19:00:00,6.34,7.48,369.34,12.71,6.41,7.38
STN_C,2025-02-13 19:00:00,5.23,7.42,448.28,20.71,9.73,10.49
STN_D,2025-02-13 19:00:00,4.57,7.26,521.98,23.88,11.51,13.54
STN_A,2025-02-13 20:00:00,6.38,7.59,336.14,8.74,3.7,6.13
STN_B,2025-02-13 20:00:00,6.21,7.58,346.27,12.78,6.96,8.3
STN_C,2025-02-13 20:00:00,4.91,7.39,474.95,15.26,9.67,10.65
STN_D,2025-02-13 20:00:00,4.55,7.16,530.3,24.36,12.11,13.77
STN_A,2025-02-13 21:00:00,7.26,7.65,322.28,7.51,3.47,5.95
STN_B,2025-02-13 21:00:00,6.08,7.6,375.34,11.31,6.62,7.24
STN_C,2025-02-13 21:00:00,5.07,7.46,440.88,19.67,9.96,9.53
STN_D,2025-02-13 21:00:00,4.43,7.19,507.3,27.87,12.12,13.82
STN_A,2025-02-13 22:00:00,6.99,7.65,320.89,10.14,3.62,6.32
STN_B,2025-02-13 22:00:00,5.85,7.59,359.2,11.81,6.36,6.99
STN_C,2025-02-13 22:00:00,5.48,7.22,435.47,19.03,9.31,9.87
STN_D,2025-02-13 22:00:00,5.23,7.13,514.86,24.52,12.77,13.31
STN_A,2025-02-13 23:00:00,6.92,7.51,333.26,7.96,4.37,4.83
STN_B,2025-02-13 23:00:00,6.08,7.68,353.68,10.7,7.47,7.67
STN_C,2025-02-13 23:00:00,5.56,7.46,456.98,18.63,9.46,10.56
STN_D,2025-02-13 23:00:00,5.1,7.43,517.36,25.04,11.29,13.25
STN_A,2025-02-14 00:00:00,7.64,7.76,312.13,8.33,3.24,4.7
STN_B,2025-02-14 00:00:00,6.53,7.54,364.61,13.02,6.22,6.34
STN_C,2025-02-14 00:00:00,5.16,7.34,426.46,15.48,10.19,10.22
STN_D,2025-02-14 00:00:00,5.0,7.27,503.21,25.9,12.18,12.83
STN_A,2025-02-14 01:00:00,7.03,7.61,314.19,7.92,3.94,5.31
STN_B,2025-02-14 01:00:00,6.59,7.63,394.43,13.17,7.05,6.77
STN_C,2025-02-14 01:00:00,5.76,7.46,460.35,17.26,9.77,9.72
STN_D,2025-02-14 01:00:00,5.36,7.31,499.52,24.63,14.03,13.4
STN_A,2025-02-14 02:00:00,8.02,7.62,331.54,4.48,4.28,5.66
STN_B,2025-02-14 02:00:00,6.98,7.57,395.87,11.48,6.15,7.02
STN_C,2025-02-14 02:00:00,5.69,7.56,451.0,19.91,10.12,9.7
STN_D,2025-02-14 02:00:00,5.7,7.37,504.67,25.95,11.46,14.25
STN_A,2025-02-14 03:00:00,7.68,7.75,339.25,5.91,3.68,5.13
STN_B,2025-02-14 03:00:00,7.51,7.57,354.67,10.11,7.01,6.92
STN_C,2025-02-14 03:00:00,6.09,7.51,447.91,18.59,9.71,10.02
STN_D,2025-02-14 03:00:00,5.39,7.37,533.3,24.09,9.86,13.69
STN_A,2025-02-14 04:00:00,7.79,7.78,324.31,7.43,4.68,5.79
STN_B,2025-02-14 04:00:00,6.93,7.87,356.83,12.53,5.34,7.81
STN_C,2025-02-14 04:00:00,5.74,7.36,440.78,18.68,8.8,9.93
STN_D,2025-02-14 04:00:00,5.46,7.35,542.59,26.31,12.02,14.54
STN_A,2025-02-14 05:00:00,7.71,7.7,324.13,9.08,3.73,4.65
STN_B,2025-02-14 05:00:00,6.99,7.65,402.47,13.39,5.77,7.54
STN_C,2025-02-14 05:00:00,6.64,7.37,434.94,18.26,9.31,10.25
STN_D,2025-02-14 05:00:00,5.47,7.35,526.04,26.98,11.9,14.74
STN_A,2025-02-14 06:00:00,8.17,7.89,329.62,11.29,4.05,4.78
STN_B,2025-02-14 06:00:00,6.82,7.6,382.11,12.73,6.44,7.27
STN_C,2025-02-14 06:00:00,6.32,7.62,459.58,19.66,9.43,9.31
STN_D,2025-02-14 06:00:00,5.04,7.55,512.3,24.36,12.48,13.61
STN_A,2025-02-14 07:00:00,7.77,7.92,342.79,7.06,5.06,5.05
STN_B,2025-02-14 07:00:00,6.92,7.59,354.88,12.23,5.52,7.84
STN_C,2025-02-14 07:00:00,6.18,7.5,470.79,16.05,8.7,10.39
STN_D,2025-02-14 07:00:00,5.66,7.47,533.29,25.43,12.52,13.48
STN_A,2025-02-14 08:00:00,7.07,7.75,324.01,8.97,3.54,4.52
STN_B,2025-02-14 08:00:00,6.84,7.82,367.99,14.04,7.55,7.31
STN_C,2025-02-14 08:00:00,6.01,7.51,453.21,16.99,8.75,10.55
STN_D,2025-02-14 08:00:00,5.79,7.34,519.24,26.28,12.14,13.1
STN_A,2025-02-14 09:00:00,7.21,7.69,360.31,7.99,5.37,6.29
STN_B,2025-02-14 09:00:00,6.78,7.68,381.82,9.86,5.04,7.31
STN_C,2025-02-14 09:00:00,6.01,7.6,446.73,21.21,8.9,11.43
STN_D,2025-02-14 09:00:00,5.59,7.4,512.6,26.15,13.63,13.19
STN_A,2025-02-14 10:00:00,7.23,7.71,344.58,9.56,5.44,5.47
STN_B,2025-02-14 10:00:00,6.74,7.66,396.33,11.91,7.37,7.5
STN_C,2025-02-14 10:00:00,5.31,7.5,431.2,19.57,10.0,10.48
STN_D,2025-02-14 10:00:00,5.49,7.42,512.85,26.47,13.21,14.34
STN_A,2025-02-14 11:00:00,6.88,7.74,305.86,6.77,4.57,5.33
STN_B,2025-02-14 11:00:00,6.95,7.58,378.27,12.6,5.59,6.85
STN_C,2025-02-14 11:00:00,6.24,7.36,468.02,19.19,8.04,10.6
STN_D,2025-02-14 11:00:00,5.37,7.34,518.15,23.87,13.36,13.22
STN_A,2025-02-14 12:00:00,6.81,7.72,309.14,6.86,3.98,4.88
STN_B,2025-02-14 12:00:00,6.21,7.64,378.57,14.16,5.6,6.24
STN_C,2025-02-14 12:00:00,5.82,7.53,458.24,23.1,9.55,10.42
STN_D,2025-02-14 12:00:00,4.43,7.31,522.81,24.67,12.17,13.24
STN_A,2025-02-14 13:00:00,6.9,7.82,314.72,8.53,3.96,5.75
STN_B,2025-02-14 13:00:00,6.4,7.53,351.39,12.64,6.03,7.24
STN_C,2025-02-14 13:00:00,5.3,7.47,463.13,20.43,10.2,10.63
STN_D,2025-02-14 13:00:00,4.61,7.4,506.36,24.88,12.84,13.73
STN_A,2025-02-14 14:00:00,7.0,7.6,311.18,12.08,4.25,5.18
STN_B,2025-02-14 14:00:00,6.02,7.55,383.25,12.25,6.58,8.34
STN_C,2025-02-14 14:00:00,5.35,7.33,440.56,18.72,8.82,9.96
STN_D,2025-02-14 14:00:00,4.39,7.24,526.73,28.07,12.65,13.01
STN_A,2025-02-14 15:00:00,6.32,7.51,300.84,11.1,4.51,4.93
STN_B,2025-02-14 15:00:00,5.84,7.44,371.14,14.25,6.26,6.41
STN_C,2025-02-14 15:00:00,6.12,7.22,441.42,20.24,9.61,10.0
STN_D,2025-02-14 15:00:00,4.36,7.13,506.68,25.29,12.43,13.19
STN_A,2025-02-14 16:00:00,6.63,7.51,324.68,10.2,4.15,5.17
STN_B,2025-02-14 16:00:00,6.07,7.58,366.86,14.46,6.62,7.3
STN_C,2025-02-14 16:00:00,5.71,7.2,458.11,18.92,8.53,10.56
STN_D,2025-02-14 16:00:00,4.73,7.18,533.22,24.42,12.5,13.2
STN_A,2025-02-14 17:00:00,6.41,7.62,317.16,6.07,2.84,5.75
STN_B,2025-02-14 17:00:00,5.63,7.5,381.1,11.73,7.84,7.39
STN_C,2025-02-14 17:00:00,5.52,7.3,446.81,18.25,10.45,10.93
STN_D,2025-02-14 17:00:00,5.18,7.2,507.12,24.62,11.33,13.74
STN_A,2025-02-14 18:00:00,6.4,7.33,357.24,7.42,3.82,6.28
STN_B,2025-02-14 18:00:00,5.62,7.57,371.47,10.29,7.64,7.83
STN_C,2025-02-14 18:00:00,5.55,7.31,459.26,16.43,9.37,9.72
STN_D,2025-02-14 18:00:00,4.16,7.21,537.65,24.7,12.11,12.6
STN_A,2025-02-14 19:00:00,6.6,7.64,332.15,9.1,3.78,4.89
STN_B,2025-02-14 19:00:00,6.23,7.55,377.7,11.64,7.21,7.06
STN_C,2025-02-14 19:00:00,5.52,7.27,434.57,20.7,9.37,9.85
STN_D,2025-02-14 19:00:00,4.18,7.08,514.68,28.17,11.81,14.15
STN_A,2025-02-14 20:00:00,6.61,7.5,313.18,6.36,3.59,4.75
STN_B,2025-02-14 20:00:00,5.47,7.61,383.44,11.25,6.46,6.78
STN_C,2025-02-14 20:00:00,4.54,7.53,453.12,17.39,7.73,9.38
STN_D,2025-02-14 20:00:00,5.14,7.31,531.58,23.61,13.49,13.55
STN_A,2025-02-14 21:00:00,6.92,7.64,297.67,6.48,3.87,5.66
STN_B,2025-02-14 21:00:00,5.71,7.49,377.63,13.47,6.82,6.67
STN_C,2025-02-14 21:00:00,5.86,7.21,466.66,17.45,9.41,10.41
STN_D,2025-02-14 21:00:00,4.78,7.26,526.15,26.45,12.65,12.52
STN_A,2025-02-14 22:00:00,6.91,7.58,303.64,7.84,4.42,5.43
STN_B,2025-02-14 22:00:00,6.54,7.63,385.32,13.05,6.35,7.74
STN_C,2025-02-14 22:00:00,5.67,7.32,482.56,17.46,10.44,9.47
STN_D,2025-02-14 22:00:00,5.07,7.34,491.67,25.49,12.85,13.43
STN_A,2025-02-14 23:00:00,7.06,7.66,303.86,11.83,3.87,5.54
STN_B,2025-02-14 23:00:00,6.15,7.37,366.41,10.11,7.15,6.91
STN_C,2025-02-14 23:00:00,5.49,7.27,451.69,17.2,10.07,10.46
STN_D,2025-02-14 23:00:00,4.78,7.32,520.4,25.31,11.11,13.23
STN_A,2025-02-15 00:00:00,7.17,7.78,309.0,11.69,4.72,4.37
STN_B,2025-02-15 00:00:00,6.22,7.69,398.93,12.3,6.4,6.58
STN_C,2025-02-15 00:00:00,6.17,7.3,462.95,20.31,9.32,10.86
STN_D,2025-02-15 00:00:00,5.63,7.3,517.65,25.18,11.68,12.82
STN_A,2025-02-15 01:00:00,7.34,7.69,325.19,6.04,4.2,5.9
STN_B,2025-02-15 01:00:00,6.27,7.6,352.46,10.32,6.92,7.09
STN_C,2025-02-15 01:00:00,6.45,7.44,458.24,16.66,8.97,9.84
STN_D,2025-02-15 01:00:00,4.89,7.36,533.24,25.88,11.61,13.48
STN_A,2025-02-15 02:00:00,6.75,7.83,300.8,6.6,4.37,5.4
STN_B,2025-02-15 02:00:00,6.7,7.54,397.28,9.75,5.09,7.21
STN_C,2025-02-15 02:00:00,5.65,7.52,432.6,20.61,10.1,11.02
STN_D,2025-02-15 02:00:00,5.89,7.33,505.08,25.12,11.82,12.85
STN_A,2025-02-15 03:00:00,7.48,7.72,308.99,7.91,4.72,5.85
STN_B,2025-02-15 03:00:00,6.35,7.62,378.16,10.5,6.18,7.37
STN_C,2025-02-15 03:00:00,6.29,7.45,437.06,21.29,9.94,10.61
STN_D,2025-02-15 03:00:00,5.73,7.37,539.57,25.36,12.28,13.66
STN_A,2025-02-15 04:00:00,7.98,7.88,329.17,9.05,4.83,5.87
STN_B,2025-02-15 04:00:00,7.3,7.64,400.05,12.79,6.8,8.11
STN_C,2025-02-15 04:00:00,6.43,7.54,444.44,20.52,9.83,10.35
STN_D,2025-02-15 04:00:00,5.84,7.57,502.74,24.07,14.42,13.53
STN_A,2025-02-15 05:00:00,7.62,7.76,338.4,12.19,3.74,5.22
STN_B,2025-02-15 05:00:00,6.85,7.73,398.61,14.71,6.89,8.79
STN_C,2025-02-15 05:00:00,6.09,7.41,472.32,18.46,8.18,10.09
STN_D,2025-02-15 05:00:00,5.64,7.32,505.06,24.96,11.42,13.66
STN_A,2025-02-15 06:00:00,6.99,7.78,328.07,8.14,5.15,4.45
STN_B,2025-02-15 06:00:00,6.77,7.65,390.97,12.6,7.99,6.79
STN_C,2025-02-15 06:00:00,5.86,7.62,428.81,19.3,8.49,9.03
STN_D,2025-02-15 06:00:00,5.46,7.45,501.95,26.14,12.89,12.51
STN_A,2025-02-15 07:00:00,7.49,7.9,330.03,7.88,4.61,4.86
STN_B,2025-02-15 07:00:00,7.29,7.76,382.09,12.62,5.48,6.46
STN_C,2025-02-15 07:00:00,6.15,7.47,466.22,19.66,9.42,10.99
STN_D,2025-02-15 07:00:00,5.28,7.46,508.42,27.14,12.27,12.08
STN_A,2025-02-15 08:00:00,7.73,7.83,313.43,7.72,4.15,4.12
STN_B,2025-02-15 08:00:00,6.2,7.77,367.91,15.06,7.37,8.22
STN_C,2025-02-15 08:00:00,6.01,7.33,433.97,17.61,7.38,9.99
STN_D,2025-02-15 08:00:00,5.45,7.26,504.67,24.94,12.56,12.74
STN_A,2025-02-15 09:00:00,7.52,7.76,320.98,7.3,3.21,6.29
STN_B,2025-02-15 09:00:00,7.02,7.73,379.02,12.03,6.67,6.17
STN_C,2025-02-15 09:00:00,5.79,7.38,443.46,16.96,9.54,10.32
STN_D,2025-02-15 09:00:00,5.85,7.54,501.33,25.5,12.39,13.27
STN_A,2025-02-15 10:00:00,7.0,7.65,323.88,6.86,4.4,5.13
STN_B,2025-02-15 10:00:00,6.77,7.55,382.64,10.95,6.4,8.08
STN_C,2025-02-15 10:00:00,6.1,7.45,462.53,16.17,10.65,9.64
STN_D,2025-02-15 10:00:00,5.59,7.38,506.74,26.79,12.67,14.41
STN_A,2025-02-15 11:00:00,7.26,7.69,312.55,5.66,4.02,5.11
STN_B,2025-02-15 11:00:00,6.68,7.49,376.69,13.14,6.82,6.16
STN_C,2025-02-15 11:00:00,6.12,7.38,447.5,14.73,10.47,10.38
STN_D,2025-02-15 11:00:00,4.74,7.33,525.44,27.11,12.03,13.28
STN_A,2025-02-15 12:00:00,6.88,7.72,308.52,6.94,4.22,4.54
STN_B,2025-02-15 12:00:00,6.96,7.73,373.47,10.19,6.54,6.99
STN_C,2025-02-15 12:00:00,6.13,7.31,458.44,18.45,8.73,10.42
STN_D,2025-02-15 12:00:00,5.34,7.28,521.73,23.97,13.19,13.9
STN_A,2025-02-15 13:00:00,6.82,7.64,341.49,6.57,4.76,4.94
STN_B,2025-02-15 13:00:00,6.88,7.55,399.18,11.13,5.28,7.13
STN_C,2025-02-15 13:00:00,5.72,7.31,461.65,17.96,7.61,10.61
STN_D,2025-02-15 13:00:00,4.68,7.22,543.57,27.93,11.81,13.62
STN_A,2025-02-15 14:00:00,6.66,7.6,311.19,5.69,4.35,5.45
STN_B,2025-02-15 14:00:00,6.02,7.61,373.73,11.32,6.7,6.35
STN_C,2025-02-15 14:00:00,5.8,7.29,465.11,20.21,9.79,9.79
STN_D,2025-02-15 14:00:00,4.45,7.11,536.82,25.07,11.79,13.19
STN_A,2025-02-15 15:00:00,7.04,7.67,326.85,9.23,4.42,5.46
STN_B,2025-02-15 15:00:00,6.19,7.5,391.57,12.82,5.57,7.59
STN_C,2025-02-15 15:00:00,5.49,7.35,448.71,19.49,9.22,10.71
STN_D,2025-02-15 15:00:00,4.58,7.17,529.3,24.78,14.04,13.61
STN_A,2025-02-15 16:00:00,6.65,7.65,313.06,9.66,4.99,6.03
STN_B,2025-02-15 16:00:00,5.91,7.39,371.12,11.85,7.61,8.59
STN_C,2025-02-15 16:00:00,5.44,7.29,445.03,19.51,11.02,11.35
STN_D,2025-02-15 16:00:00,4.98,7.28,532.76,25.2,11.68,13.26
STN_A,2025-02-15 17:00:00,6.72,7.46,317.98,7.03,5.08,4.94
STN_B,2025-02-15 17:00:00,6.09,7.42,404.24,9.72,6.65,6.51
STN_C,2025-02-15 17:00:00,5.14,7.29,454.1,18.62,9.39,9.89
